person_id,household_id,client_no,role,date_of_birth,employment_status,employment_started,desired_retirement_age,occupation_group,smoker,state_of_health,gross_annual_income,title,first_name,middle_names,last_name,known_as,pronouns,place_of_birth,nationality,gender,legal_sex,home_phone,mobile_phone,email_address
HH004709_P1,HH004709,1,primary,1985-07-23,self_employed,2009-08-06,70,business_owner,True,good,47364.92,Mrs,Patricia,Rose,Davis,Patricia,she_her,"Houston, TX",American,female,female,,(894) 859-7433,patricia.davis@example.com
HH004709_P2,HH004709,2,spouse_partner,1994-05-19,employed,2019-05-15,64,healthcare,False,excellent,34564.7,Mr,Joseph,,Wilson,Joseph,he_him,"Phoenix, AZ",British,male,male,(805) 295-1255,(397) 352-6374,joseph.wilson@example.com
HH004710_P1,HH004710,1,primary,1978-05-18,employed,2001-04-30,64,exec,False,good,78681.24,Dr,Daniel,Grace,Anderson,Daniel,he_him,"Philadelphia, PA",American,male,male,(229) 851-2526,(800) 533-7855,daniel.anderson@example.com
HH004710_P2,HH004710,2,spouse_partner,1986-08-02,employed,2014-04-08,64,education,False,fair,71163.84,Dr,Jennifer,,Anderson,Jennife,she_her,"Philadelphia, PA",Irish,female,female,,(876) 693-8718,jennifer.anderson@example.com
HH004711_P1,HH004711,1,primary,1981-12-16,employed,2001-06-15,59,finance,False,excellent,114284.71,Mr,Michael,James,Brown,Michael,he_him,"Seattle, WA",British,male,male,,(413) 978-0591,michael.brown@example.com
HH004711_P2,HH004711,2,spouse_partner,1991-11-11,self_employed,2011-11-06,63,business_owner,False,good,95061.4,Dr,Linda,Grace,Brown,Linda,she_her,"Houston, TX",American,female,female,,(596) 506-3306,linda.brown@example.com
HH004712_P1,HH004712,1,primary,1992-05-02,retired,2008-05-02,63,retired,False,fair,93496.48,Mr,William,,Moore,William,he_him,"Houston, TX",American,male,male,,(681) 917-0598,william.moore@example.com
HH004712_P2,HH004712,2,spouse_partner,2000-01-25,employed,2023-04-13,70,education,False,excellent,29216.37,Ms,Linda,Lee,Moore,Linda,she_her,"Philadelphia, PA",American,female,female,(362) 748-8456,(952) 667-3302,linda.moore@example.com
HH004713_P1,HH004713,1,primary,1965-03-02,employed,1986-06-17,64,business_owner,False,poor,45805.73,Dr,David,Grace,Brown,David,he_him,"Philadelphia, PA",Canadian,male,male,,(625) 456-0614,david.brown@example.com
HH004713_P2,HH004713,2,spouse_partner,1972-12-18,inactive,1999-07-24,67,inactive,True,good,34426.81,Ms,Patricia,,Moore,Patricia,she_her,"Los Angeles, CA",American,female,female,,(225) 583-5065,patricia.moore@example.com
HH004714_P1,HH004714,1,primary,1951-11-10,retired,1979-01-15,66,retired,False,excellent,115648.39,Dr,Elizabeth,James,Wilson,Elizabeth,she_her,"Seattle, WA",British,female,female,,(924) 346-3788,elizabeth.wilson@example.com
HH004715_P1,HH004715,1,primary,1961-06-22,employed,1985-04-21,64,sales,False,good,72581.27,Dr,Patricia,Ray,Smith,Patricia,she_her,"Phoenix, AZ",Other,female,female,,(756) 275-2032,patricia.smith@example.com
HH004715_P2,HH004715,2,spouse_partner,1955-08-03,retired,1987-04-11,71,retired,False,poor,24099.64,Dr,James,Anne,Smith,James,he_him,"Phoenix, AZ",American,male,male,(799) 300-7306,(220) 250-5730,james.smith@example.com
HH004716_P1,HH004716,1,primary,1965-04-28,inactive,1992-02-04,71,professional,True,good,122068.92,Mr,Thomas,James,Brown,Thoma,he_him,"Atlanta, GA",American,male,male,(393) 324-1860,(571) 574-2078,thomas.brown@example.com
HH004716_P2,HH004716,2,spouse_partner,1959-03-06,employed,1984-10-08,69,professional,False,excellent,47139.1,Ms,Susan,Ray,Brown,Susan,she_her,"Chicago, IL",American,female,female,,(760) 737-7666,susan.brown@example.com
HH004717_P1,HH004717,1,primary,1963-04-30,retired,1991-11-22,68,retired,False,good,83841.46,Mr,William,Anne,Brown,William,he_him,"Chicago, IL",American,male,male,,(658) 650-5205,william.brown@example.com
HH004717_P2,HH004717,2,spouse_partner,1973-03-28,self_employed,1993-06-03,68,healthcare,False,excellent,70383.1,Ms,Emily,Grace,Brown,Emily,she_her,"Atlanta, GA",American,female,female,,(201) 930-8008,emily.brown@example.com
HH004718_P1,HH004718,1,primary,1988-10-23,self_employed,2010-05-10,67,operations,False,good,236019.74,Dr,Linda,Jane,Anderson,Lind,she_her,"Los Angeles, CA",American,female,female,,(287) 323-3577,linda.anderson@example.com
HH004718_P2,HH004718,2,spouse_partner,1986-04-10,retired,2006-12-28,69,retired,False,good,85951.65,Mr,William,,Anderson,William,he_him,"Philadelphia, PA",American,male,male,(440) 288-0131,(269) 287-3004,william.anderson@example.com
HH004719_P1,HH004719,1,primary,1981-11-02,employed,2009-10-22,70,finance,False,good,69896.07,Mrs,Linda,,Anderson,Linda,she_her,"Atlanta, GA",American,female,female,(297) 669-4425,(214) 383-9638,linda.anderson@example.com
HH004719_P2,HH004719,2,spouse_partner,1982-11-22,employed,2008-10-19,62,business_owner,False,good,40849.5,Mr,Joseph,Ray,Anderson,Joseph,he_him,"Seattle, WA",American,male,male,(212) 702-4688,(551) 224-3480,joseph.anderson@example.com
HH004720_P1,HH004720,1,primary,1950-09-10,retired,1992-04-28,70,retired,False,fair,125784.37,Mrs,Patricia,Jane,Moore,Patricia,she_her,"Seattle, WA",American,female,female,(835) 242-6576,(527) 449-3286,patricia.moore@example.com
HH004720_P2,HH004720,2,spouse_partner,1947-04-11,retired,1973-06-04,67,retired,False,good,44141.47,Dr,William,,Moore,William,he_him,"Atlanta, GA",American,male,male,(927) 429-1663,(425) 582-9501,william.moore@example.com
HH004721_P1,HH004721,1,primary,1973-12-06,inactive,1994-11-29,67,sales,False,fair,107855.35,Mr,David,,Miller,David,he_him,"Philadelphia, PA",American,male,male,,(450) 235-3805,david.miller@example.com
HH004721_P2,HH004721,2,spouse_partner,1976-08-18,self_employed,1997-09-03,68,business_owner,False,good,54474.59,Mrs,Susan,Grace,Miller,Susan,she_her,"Chicago, IL",American,female,female,(641) 677-6217,(529) 576-6371,susan.miller@example.com
HH004722_P1,HH004722,1,primary,1967-11-01,employed,1993-10-07,63,exec,False,excellent,88444.54,Dr,James,Grace,Wilson,James,he_him,"Philadelphia, PA",American,male,male,,(587) 760-8058,james.wilson@example.com
HH004722_P2,HH004722,2,spouse_partner,1971-02-22,inactive,1991-11-26,62,inactive,False,good,39400.3,Dr,Emily,,Wilson,Emily,she_her,"Los Angeles, CA",American,female,female,,(951) 975-0465,emily.wilson@example.com
HH004723_P1,HH004723,1,primary,1982-05-08,unemployed,2001-01-12,64,sales,False,fair,176110.92,Mr,Michael,,Moore,Michael,he_him,"Houston, TX",American,male,male,(240) 680-6588,(734) 304-9432,michael.moore@example.com
HH004723_P2,HH004723,2,spouse_partner,1982-02-08,self_employed,2004-02-02,64,business_owner,True,excellent,97126.9,Ms,Patricia,Anne,Moore,Patricia,she_her,"Seattle, WA",American,female,female,,(881) 573-3179,patricia.moore@example.com
HH004724_P1,HH004724,1,primary,2000-04-06,inactive,,66,professional,False,fair,62214.62,Ms,Mary,Marie,Miller,Mary,she_her,"Seattle, WA",American,female,female,,(455) 519-2649,mary.miller@example.com
HH004724_P2,HH004724,2,spouse_partner,2007-05-24,inactive,2025-06-26,64,inactive,False,fair,45923.37,Mr,Joseph,,Miller,Joseph,he_him,"New York, NY",American,male,male,,(562) 461-6737,joseph.miller@example.com
HH004725_P1,HH004725,1,primary,1949-12-14,retired,1989-07-27,67,retired,False,good,34137.24,Ms,Jennifer,,Anderson,Jennifer,she_her,"Phoenix, AZ",American,female,female,(488) 980-7121,(672) 823-0550,jennifer.anderson@example.com
HH004725_P2,HH004725,2,spouse_partner,1946-11-12,retired,1970-05-27,71,retired,True,excellent,11212.65,Mr,Thomas,,Anderson,Thomas,he_him,"Los Angeles, CA",Canadian,male,male,,(261) 699-4721,thomas.anderson@example.com
HH004726_P1,HH004726,1,primary,1965-12-03,self_employed,1985-06-07,65,sales,False,good,102985.54,Mr,Michael,Jane,Johnson,Michae,he_him,"Chicago, IL",American,male,male,,(276) 615-7306,michael.johnson@example.com
HH004727_P1,HH004727,1,primary,1959-02-11,employed,1978-11-28,65,finance,False,excellent,93931.53,Mr,James,Marie,Davis,James,he_him,"Phoenix, AZ",American,male,male,(512) 767-2769,(309) 626-6404,james.davis@example.com
HH004728_P1,HH004728,1,primary,1971-01-02,unemployed,1993-11-30,67,sales,False,good,83050.83,Mr,Robert,Lee,Johnson,Robert,he_him,"Atlanta, GA",American,male,male,,(269) 617-1688,robert.johnson@example.com
HH004728_P2,HH004728,2,spouse_partner,1969-02-07,employed,1989-03-14,66,professional,False,fair,33354.5,Mrs,Margaret,Jane,Smith,Margaret,she_her,"Houston, TX",American,female,female,,(778) 724-7248,margaret.smith@example.com
HH004729_P1,HH004729,1,primary,1993-03-28,employed,2018-10-05,60,operations,False,good,82118.26,Mr,Thomas,,Wilson,Thomas,he_him,"Seattle, WA",American,male,male,(663) 320-3571,(965) 900-5335,thomas.wilson@example.com
HH004729_P2,HH004729,2,spouse_partner,1997-08-02,self_employed,2022-12-04,71,healthcare,False,good,51242.0,Mr,Michael,,Anderson,Michael,he_him,"Los Angeles, CA",American,male,male,(651) 457-0214,(747) 905-9477,michael.anderson@example.com
HH004730_P1,HH004730,1,primary,1960-12-21,self_employed,1985-05-19,69,operations,False,excellent,104708.09,Mr,Thomas,Jane,Johnson,Thoma,he_him,"Seattle, WA",American,male,male,,(313) 598-9218,thomas.johnson@example.com
HH004730_P2,HH004730,2,spouse_partner,1955-04-15,retired,1985-03-13,68,retired,False,fair,62639.07,Ms,Emily,,Smith,Emily,she_her,"Los Angeles, CA",American,female,female,,(951) 864-6981,emily.smith@example.com
HH004731_P1,HH004731,1,primary,1966-05-22,employed,1991-01-12,69,professional,True,excellent,30558.32,Mrs,Emily,,Smith,Emily,she_her,"Atlanta, GA",American,female,female,(576) 677-3666,(777) 996-1167,emily.smith@example.com
HH004731_P2,HH004731,2,spouse_partner,1973-08-08,inactive,2000-06-21,64,inactive,False,poor,27023.43,Mr,Thomas,,Smith,Thomas,he_him,"Los Angeles, CA",American,male,male,(813) 901-1421,(663) 805-6253,thomas.smith@example.com
HH004732_P1,HH004732,1,primary,1968-12-19,self_employed,1995-01-03,67,operations,False,good,106997.02,Ms,Jennifer,Ray,Wilson,Jennife,she_her,"Los Angeles, CA",American,female,female,,(389) 861-0303,jennifer.wilson@example.com
HH004733_P1,HH004733,1,primary,1947-11-20,retired,1991-11-20,58,retired,False,good,56143.07,Ms,Susan,Rose,Wilson,Susan,she_her,"Atlanta, GA",Mexican,female,female,(808) 675-1901,(759) 600-5922,susan.wilson@example.com
HH004733_P2,HH004733,2,spouse_partner,1947-02-03,retired,1973-01-13,69,retired,False,excellent,45102.62,Mr,Joseph,Marie,Wilson,Joseph,he_him,"Chicago, IL",Indian,male,male,,(396) 201-2761,joseph.wilson@example.com
HH004734_P1,HH004734,1,primary,1971-08-07,employed,1990-10-17,68,operations,True,excellent,182652.5,Ms,Emily,,Moore,Emil,she_her,"New York, NY",American,female,female,(438) 447-3221,(851) 754-4157,emily.moore@example.com
HH004734_P2,HH004734,2,spouse_partner,1960-11-13,employed,1987-12-12,65,education,False,good,27733.7,Mr,James,Anne,Moore,James,he_him,"New York, NY",American,male,male,,(448) 556-4604,james.moore@example.com
HH004735_P1,HH004735,1,primary,1993-01-08,inactive,,67,sales,False,excellent,68467.83,Dr,Daniel,Ray,Wilson,Daniel,he_him,"Los Angeles, CA",American,male,male,,(612) 748-8698,daniel.wilson@example.com
HH004735_P2,HH004735,2,spouse_partner,1985-11-29,employed,2008-09-06,64,business_owner,False,excellent,56229.76,Mrs,Jennifer,,Wilson,Jennife,she_her,"Philadelphia, PA",American,female,female,,(338) 353-6712,jennifer.wilson@example.com
HH004736_P1,HH004736,1,primary,1994-01-23,employed,2017-05-29,67,professional,False,fair,66969.03,Dr,David,Ray,Anderson,David,he_him,"Phoenix, AZ",American,male,male,(401) 766-7702,(988) 942-0365,david.anderson@example.com
HH004736_P2,HH004736,2,spouse_partner,2001-11-23,employed,2024-05-31,64,operations,False,good,23181.45,Ms,Elizabeth,Anne,Anderson,Elizabeth,she_her,"Atlanta, GA",American,female,female,,(426) 788-7212,elizabeth.anderson@example.com
HH004737_P1,HH004737,1,primary,1980-10-08,retired,2004-09-10,65,retired,False,fair,154957.53,Mr,Joseph,,Brown,Joseph,he_him,"Houston, TX",American,male,male,(759) 675-6952,(337) 556-9274,joseph.brown@example.com
HH004737_P2,HH004737,2,spouse_partner,1986-11-28,self_employed,2009-12-16,64,operations,False,excellent,51082.41,Ms,Patricia,Anne,Brown,Patricia,she_her,"Atlanta, GA",American,female,female,(763) 213-7356,(389) 442-0991,patricia.brown@example.com
HH004738_P1,HH004738,1,primary,1977-05-01,employed,2005-01-07,65,business_owner,False,excellent,311928.39,Ms,Patricia,,Anderson,Patricia,she_her,"Atlanta, GA",British,female,female,,(634) 760-1056,patricia.anderson@example.com
HH004739_P1,HH004739,1,primary,1966-11-08,employed,1994-08-12,65,finance,False,excellent,98853.1,Mrs,Margaret,Jane,Smith,Margaret,she_her,"Atlanta, GA",American,female,female,,(839) 884-6339,margaret.smith@example.com
HH004739_P2,HH004739,2,spouse_partner,1959-02-22,employed,1979-05-26,66,business_owner,False,fair,40973.72,Dr,William,,Smith,William,he_him,"Chicago, IL",American,male,male,(558) 250-5231,(233) 371-3562,william.smith@example.com
HH004740_P1,HH004740,1,primary,1965-12-30,employed,1989-10-26,70,business_owner,False,fair,152778.49,Dr,Thomas,Lee,Johnson,Thomas,he_him,"Seattle, WA",American,male,male,,(255) 781-0362,thomas.johnson@example.com
HH004741_P1,HH004741,1,primary,1966-03-29,employed,1992-04-03,70,professional,False,good,124537.01,Ms,Susan,,Wilson,Susan,she_her,"Los Angeles, CA",American,female,female,,(220) 673-9212,susan.wilson@example.com
HH004741_P2,HH004741,2,spouse_partner,1957-03-06,retired,1998-04-11,62,retired,False,good,44847.97,Mr,James,,Wilson,James,he_him,"Los Angeles, CA",American,male,male,,(482) 334-2561,james.wilson@example.com
HH004742_P1,HH004742,1,primary,1965-05-07,employed,1992-07-30,68,exec,False,fair,109124.77,Mrs,Elizabeth,Lee,Moore,Elizabet,she_her,"Seattle, WA",American,female,female,(901) 736-8880,(738) 694-6884,elizabeth.moore@example.com
HH004742_P2,HH004742,2,spouse_partner,1955-08-19,retired,1994-05-24,65,retired,False,good,59821.96,Mr,Daniel,,Moore,Daniel,he_him,"Chicago, IL",Irish,male,male,(687) 750-5248,(405) 715-8662,daniel.moore@example.com
HH004743_P1,HH004743,1,primary,1987-02-05,self_employed,2009-03-29,65,operations,False,good,171805.93,Dr,Jennifer,,Smith,Jennife,she_her,"Seattle, WA",American,female,female,,(861) 871-9321,jennifer.smith@example.com
HH004743_P2,HH004743,2,spouse_partner,1981-06-29,employed,1999-08-19,66,education,False,good,61614.17,Mr,Joseph,Lee,Miller,Joseph,he_him,"Chicago, IL",American,male,male,,(488) 592-3681,joseph.miller@example.com
HH004744_P1,HH004744,1,primary,1970-09-05,employed,1989-06-07,65,exec,True,excellent,99973.04,Mr,Thomas,,Moore,Thomas,he_him,"Houston, TX",American,male,male,(341) 754-6691,(453) 623-0734,thomas.moore@example.com
HH004744_P2,HH004744,2,spouse_partner,1966-03-19,employed,1987-10-14,67,professional,False,good,39601.66,Ms,Elizabeth,James,Moore,Elizabeth,she_her,"Phoenix, AZ",American,female,female,,(514) 823-6470,elizabeth.moore@example.com
HH004745_P1,HH004745,1,primary,1985-03-28,employed,2012-01-22,65,sales,False,good,193607.46,Mrs,Margaret,Rose,Johnson,Margaret,she_her,"Atlanta, GA",American,female,female,,(641) 513-2175,margaret.johnson@example.com
HH004745_P2,HH004745,2,spouse_partner,1989-08-15,employed,2007-11-07,59,professional,False,fair,91961.01,Dr,David,Grace,Johnson,David,he_him,"New York, NY",Indian,male,male,,(590) 866-1401,david.johnson@example.com
HH004746_P1,HH004746,1,primary,1988-10-25,employed,2013-10-20,65,professional,False,good,83388.21,Dr,Thomas,Marie,Anderson,Thoma,he_him,"Los Angeles, CA",American,male,male,(509) 230-6660,(236) 373-4521,thomas.anderson@example.com
HH004746_P2,HH004746,2,spouse_partner,1988-01-29,self_employed,2014-09-23,65,education,False,good,71046.25,Ms,Susan,Anne,Brown,Susa,she_her,"Atlanta, GA",American,female,female,,(959) 979-7401,susan.brown@example.com
HH004747_P1,HH004747,1,primary,1992-04-23,self_employed,2015-05-26,61,sales,False,fair,87995.8,Ms,Susan,Anne,Moore,Susan,she_her,"Los Angeles, CA",American,female,female,(691) 636-4733,(257) 935-5113,susan.moore@example.com
HH004747_P2,HH004747,2,spouse_partner,1987-07-02,employed,2010-10-13,66,operations,False,excellent,49738.37,Mr,William,Anne,Moore,William,he_him,"Houston, TX",Mexican,male,male,(397) 431-0237,(632) 719-7393,william.moore@example.com
HH004748_P1,HH004748,1,primary,1969-02-23,employed,1990-06-07,65,sales,False,excellent,118646.32,Ms,Emily,Rose,Johnson,Emily,she_her,"Houston, TX",American,female,female,,(764) 359-9768,emily.johnson@example.com
HH004748_P2,HH004748,2,spouse_partner,1963-10-28,employed,1984-11-15,69,operations,False,good,46183.12,Mr,Robert,Marie,Miller,Robert,he_him,"Chicago, IL",Indian,male,male,(675) 449-5763,(783) 577-8637,robert.miller@example.com
HH004749_P1,HH004749,1,primary,1984-01-02,unemployed,2003-12-15,64,sales,False,excellent,32227.65,Dr,Michael,Marie,Johnson,Michae,he_him,"New York, NY",American,male,male,(526) 686-5122,(877) 833-1203,michael.johnson@example.com
HH004749_P2,HH004749,2,spouse_partner,1985-10-01,retired,2007-11-16,67,retired,False,excellent,14703.47,Mrs,Margaret,Grace,Johnson,Margaret,she_her,"Chicago, IL",American,female,female,,(881) 752-8011,margaret.johnson@example.com
HH004750_P1,HH004750,1,primary,2001-03-06,inactive,,65,professional,True,excellent,80281.79,Mr,Thomas,,Moore,Thoma,he_him,"New York, NY",American,male,male,(459) 759-8788,(317) 751-7360,thomas.moore@example.com
HH004750_P2,HH004750,2,spouse_partner,2008-09-25,inactive,,66,inactive,True,good,36541.87,Mrs,Elizabeth,James,Moore,Elizabeth,she_her,"Phoenix, AZ",American,female,female,,(358) 799-6829,elizabeth.moore@example.com
HH004751_P1,HH004751,1,primary,1969-01-25,employed,1991-11-04,67,exec,False,good,94661.96,Mr,Michael,Ray,Anderson,Michael,he_him,"New York, NY",American,male,male,(953) 975-0319,(891) 904-2711,michael.anderson@example.com
HH004751_P2,HH004751,2,spouse_partner,1966-01-01,employed,1985-10-07,63,healthcare,False,good,43197.76,Mrs,Susan,Marie,Anderson,Susan,she_her,"Chicago, IL",American,female,female,,(508) 275-7470,susan.anderson@example.com
HH004752_P1,HH004752,1,primary,1966-12-09,retired,1990-01-12,69,retired,False,fair,73653.27,Mr,Michael,Marie,Brown,Michae,he_him,"Phoenix, AZ",American,male,male,,(815) 255-7654,michael.brown@example.com
HH004752_P2,HH004752,2,spouse_partner,1974-11-16,employed,1997-09-27,69,education,False,good,22334.75,Mrs,Mary,Rose,Brown,Mary,she_her,"Chicago, IL",American,female,female,(306) 805-7205,(246) 466-2583,mary.brown@example.com
HH004753_P1,HH004753,1,primary,1976-04-23,employed,2000-06-13,68,operations,False,good,173806.47,Dr,Mary,Jane,Moore,Mar,she_her,"Los Angeles, CA",American,female,female,(852) 806-8890,(475) 203-2297,mary.moore@example.com
HH004753_P2,HH004753,2,spouse_partner,1980-02-13,employed,2006-05-17,61,business_owner,False,good,74899.41,Mr,Daniel,Marie,Moore,Daniel,he_him,"Atlanta, GA",American,male,male,,(876) 525-5618,daniel.moore@example.com
HH004754_P1,HH004754,1,primary,1984-01-20,employed,2012-01-15,64,professional,False,fair,180312.09,Dr,David,,Moore,David,he_him,"Philadelphia, PA",American,male,male,,(521) 760-4352,david.moore@example.com
HH004754_P2,HH004754,2,spouse_partner,1987-03-22,employed,2013-03-08,63,business_owner,False,excellent,88515.78,Dr,Mary,Marie,Moore,Mar,she_her,"Chicago, IL",American,female,female,(366) 668-0061,(833) 712-0636,mary.moore@example.com
HH004755_P1,HH004755,1,primary,1992-06-23,employed,2015-04-10,68,professional,False,fair,51551.73,Dr,Jennifer,,Johnson,Jennifer,she_her,"Los Angeles, CA",British,female,female,,(460) 303-0788,jennifer.johnson@example.com
HH004755_P2,HH004755,2,spouse_partner,2000-08-19,employed,2022-03-12,64,operations,False,poor,15718.72,Dr,James,Anne,Johnson,Jame,he_him,"Atlanta, GA",American,male,male,,(603) 873-5299,james.johnson@example.com
HH004756_P1,HH004756,1,primary,1994-09-16,employed,2016-03-14,63,sales,False,good,52584.84,Mr,Robert,,Johnson,Robert,he_him,"Seattle, WA",American,male,male,,(352) 845-6109,robert.johnson@example.com
HH004756_P2,HH004756,2,spouse_partner,1993-10-13,retired,2009-10-13,63,retired,True,good,34634.41,Ms,Emily,Ray,Johnson,Emily,she_her,"Houston, TX",American,female,female,,(201) 452-2692,emily.johnson@example.com
HH004757_P1,HH004757,1,primary,1944-06-06,retired,1975-10-22,61,retired,False,good,29977.62,Mr,Robert,Marie,Davis,Robert,he_him,"Chicago, IL",American,male,male,(421) 312-1054,(240) 597-6660,robert.davis@example.com
HH004757_P2,HH004757,2,spouse_partner,1940-02-01,retired,1977-02-16,65,retired,False,good,19540.7,Mrs,Susan,Marie,Davis,Susan,she_her,"Chicago, IL",American,female,female,,(984) 667-3108,susan.davis@example.com
HH004758_P1,HH004758,1,primary,1991-02-10,employed,2012-10-24,71,exec,False,good,40305.14,Mr,Thomas,,Anderson,Thomas,he_him,"Houston, TX",American,male,male,,(514) 295-7874,thomas.anderson@example.com
HH004758_P2,HH004758,2,spouse_partner,2001-01-19,retired,2017-01-19,64,retired,True,poor,13914.7,Ms,Emily,,Moore,Emily,she_her,"Houston, TX",American,female,female,,(777) 625-0867,emily.moore@example.com
HH004759_P1,HH004759,1,primary,1964-07-17,employed,1988-12-03,72,sales,False,excellent,110241.21,Dr,Jennifer,Anne,Brown,Jennife,she_her,"Philadelphia, PA",American,female,female,(895) 221-4780,(333) 826-5455,jennifer.brown@example.com
HH004760_P1,HH004760,1,primary,1960-05-27,employed,1980-07-31,62,exec,False,good,44676.45,Dr,Daniel,Lee,Davis,Danie,he_him,"Seattle, WA",American,male,male,(922) 436-5987,(225) 254-3665,daniel.davis@example.com
HH004760_P2,HH004760,2,spouse_partner,1966-05-30,employed,1993-06-13,69,business_owner,False,fair,22949.35,Dr,Susan,Grace,Davis,Susan,she_her,"Atlanta, GA",American,female,female,,(500) 227-3958,susan.davis@example.com
HH004761_P1,HH004761,1,primary,1968-06-26,employed,1990-05-23,68,professional,False,fair,74897.94,Mr,Michael,Ray,Smith,Michae,he_him,"Los Angeles, CA",Other,male,male,,(678) 572-0798,michael.smith@example.com
HH004761_P2,HH004761,2,spouse_partner,1971-05-27,employed,1994-11-12,63,healthcare,True,good,18964.47,Dr,Jennifer,,Smith,Jennifer,she_her,"Houston, TX",American,female,female,(796) 287-6040,(219) 334-9521,jennifer.smith@example.com
HH004762_P1,HH004762,1,primary,1980-01-28,employed,2006-10-08,65,operations,False,good,91094.75,Ms,Mary,Grace,Smith,Mary,she_her,"Atlanta, GA",American,female,female,,(953) 532-0399,mary.smith@example.com
HH004762_P2,HH004762,2,spouse_partner,1984-04-12,inactive,2005-05-14,65,inactive,False,good,49870.48,Mr,Thomas,,Smith,Thoma,he_him,"Houston, TX",American,male,male,,(880) 720-0328,thomas.smith@example.com
HH004763_P1,HH004763,1,primary,1989-11-24,employed,2008-08-07,63,finance,False,fair,76374.54,Mr,Thomas,,Davis,Thoma,he_him,"Houston, TX",American,male,male,,(311) 332-3185,thomas.davis@example.com
HH004763_P2,HH004763,2,spouse_partner,1995-02-27,inactive,,65,inactive,True,good,53433.41,Mrs,Patricia,Marie,Davis,Patrici,she_her,"Atlanta, GA",American,female,female,(882) 665-0062,(618) 591-0717,patricia.davis@example.com
HH004764_P1,HH004764,1,primary,1966-02-26,inactive,1989-05-07,72,sales,False,good,121935.73,Dr,Patricia,,Johnson,Patricia,she_her,"Los Angeles, CA",American,female,female,(926) 976-7104,(873) 666-4021,patricia.johnson@example.com
HH004764_P2,HH004764,2,spouse_partner,1966-09-17,employed,1985-12-31,70,operations,False,excellent,38937.02,Mr,Thomas,Grace,Johnson,Thomas,he_him,"Houston, TX",American,male,male,(780) 665-0054,(849) 805-3186,thomas.johnson@example.com
HH004765_P1,HH004765,1,primary,1994-07-27,employed,2012-08-30,66,exec,False,good,107595.36,Mrs,Margaret,,Wilson,Margaret,she_her,"Atlanta, GA",American,female,female,,(916) 957-8370,margaret.wilson@example.com
HH004765_P2,HH004765,2,spouse_partner,2001-12-25,employed,2024-06-18,66,education,False,fair,70868.82,Dr,Daniel,Lee,Wilson,Danie,he_him,"Chicago, IL",American,male,male,(308) 602-5913,(341) 847-5503,daniel.wilson@example.com
HH004766_P1,HH004766,1,primary,1962-02-16,employed,1984-09-26,73,professional,False,fair,121096.19,Ms,Elizabeth,James,Johnson,Elizabeth,she_her,"Houston, TX",American,female,female,,(404) 353-1521,elizabeth.johnson@example.com
HH004766_P2,HH004766,2,spouse_partner,1952-05-03,retired,1994-12-31,66,retired,False,fair,64621.3,Dr,David,,Johnson,David,he_him,"Houston, TX",American,male,male,,(712) 689-4062,david.johnson@example.com
HH004767_P1,HH004767,1,primary,2000-06-29,employed,2024-11-08,62,professional,False,good,142016.73,Mr,Michael,,Moore,Michae,he_him,"Chicago, IL",American,male,male,,(315) 283-5105,michael.moore@example.com
HH004767_P2,HH004767,2,spouse_partner,2000-02-03,employed,2022-03-07,65,professional,False,poor,38150.4,Dr,Mary,Rose,Moore,Mar,she_her,"Houston, TX",American,female,female,(774) 640-2029,(205) 237-2214,mary.moore@example.com
HH004768_P1,HH004768,1,primary,1982-04-14,unemployed,2009-06-02,65,exec,False,fair,143599.01,Dr,Susan,,Miller,Susan,she_her,"Phoenix, AZ",American,female,female,(207) 908-7429,(285) 914-0639,susan.miller@example.com
HH004768_P2,HH004768,2,spouse_partner,1982-03-26,employed,2000-04-19,65,healthcare,False,excellent,84881.8,Dr,David,,Miller,David,he_him,"Philadelphia, PA",American,male,male,(208) 760-4465,(715) 922-0907,david.miller@example.com
HH004769_P1,HH004769,1,primary,1971-05-01,employed,1992-02-18,74,sales,False,good,70886.16,Dr,Patricia,Lee,Johnson,Patricia,she_her,"Seattle, WA",American,female,female,(898) 938-2101,(575) 345-3006,patricia.johnson@example.com
HH004769_P2,HH004769,2,spouse_partner,1981-03-07,employed,1999-11-20,67,operations,False,good,55931.87,Mr,Daniel,Ray,Johnson,Daniel,he_him,"Houston, TX",American,male,male,(429) 918-3528,(863) 313-9090,daniel.johnson@example.com
HH004770_P1,HH004770,1,primary,1980-07-20,employed,2003-01-12,68,business_owner,False,good,74564.88,Mrs,Linda,Marie,Moore,Lind,she_her,"Philadelphia, PA",American,female,female,(829) 965-2676,(458) 763-6332,linda.moore@example.com
HH004770_P2,HH004770,2,spouse_partner,1988-10-09,inactive,2013-12-03,67,inactive,False,excellent,39473.76,Dr,James,,Moore,James,he_him,"Philadelphia, PA",American,male,male,(956) 928-9492,(692) 577-4807,james.moore@example.com
HH004771_P1,HH004771,1,primary,1983-09-07,employed,2009-05-19,75,exec,True,good,47292.94,Mr,James,James,Anderson,Jame,he_him,"New York, NY",American,male,male,,(987) 509-2578,james.anderson@example.com
HH004771_P2,HH004771,2,spouse_partner,1992-05-13,employed,2017-12-08,62,healthcare,False,good,15160.44,Mrs,Linda,,Anderson,Linda,she_her,"Atlanta, GA",American,female,female,(460) 405-6173,(725) 674-8265,linda.anderson@example.com
